                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 1.4045,                 1.1349,                 1.5117,                0.83435,                0.82813,                 0.8792,                0.66494,                 1.0532,                0.97804,                 1.3257,               0.007096,               0.007096,               0.007096
                     91,                 1.3706,                 1.0987,                 1.4991,                0.81534,                0.80384,                0.86492,                0.65238,                  1.061,                 1.0163,                 1.3331,               0.007063,               0.007063,               0.007063
                     92,                 1.3822,                 1.0978,                 1.4985,                0.83764,                0.80193,                0.87881,                0.66143,                 1.0561,                0.97887,                 1.3265,                0.00703,                0.00703,                0.00703
                     93,                 1.3898,                 1.1065,                 1.5071,                0.82372,                0.82836,                0.87423,                0.66175,                 1.0505,                0.99232,                 1.3324,               0.006997,               0.006997,               0.006997
                     94,                 1.3821,                  1.068,                  1.491,                0.82221,                0.82139,                0.87947,                0.66973,                 1.0474,                 0.9707,                 1.3245,               0.006964,               0.006964,               0.006964
                     95,                 1.3844,                 1.0859,                 1.5056,                0.82731,                0.79892,                0.87006,                0.65979,                 1.0567,                  1.023,                 1.3344,               0.006931,               0.006931,               0.006931
                     96,                  1.382,                 1.0739,                 1.5067,                0.84008,                0.81531,                0.88028,                0.67381,                 1.0291,                0.98061,                 1.3111,               0.006898,               0.006898,               0.006898
                     97,                  1.374,                 1.0802,                 1.4989,                0.82293,                 0.7961,                0.87581,                0.66489,                 1.0332,                0.97899,                 1.3139,               0.006865,               0.006865,               0.006865
                     98,                 1.3458,                 1.0664,                 1.4804,                0.82152,                0.81594,                 0.8768,                0.66545,                 1.0414,                 1.0071,                 1.3226,               0.006832,               0.006832,               0.006832
                     99,                 1.3684,                 1.0641,                  1.492,                0.83377,                0.82456,                0.88339,                0.67108,                 1.0369,                 0.9661,                 1.3142,               0.006799,               0.006799,               0.006799
                    100,                 1.3647,                 1.0708,                 1.4956,                0.85535,                 0.8131,                0.88229,                0.67062,                 1.0389,                 0.9512,                 1.3149,               0.006766,               0.006766,               0.006766
                    101,                 1.3777,                 1.0701,                 1.4923,                 0.8396,                0.79218,                0.87415,                0.66292,                 1.0501,                  0.983,                 1.3332,               0.006733,               0.006733,               0.006733
                    102,                 1.3785,                 1.0729,                 1.4908,                 0.8574,                0.80348,                0.87887,                0.66313,                 1.0457,                0.98689,                 1.3293,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.3612,                 1.0611,                 1.4829,                0.84057,                0.82404,                0.88059,                0.67123,                 1.0457,                0.96723,                 1.3275,               0.006667,               0.006667,               0.006667
                    104,                 1.3781,                 1.0601,                  1.492,                0.81245,                0.78315,                0.85415,                0.64129,                   1.06,                 1.0769,                 1.3481,               0.006634,               0.006634,               0.006634
                    105,                 1.3719,                 1.0476,                 1.4889,                0.85175,                0.81453,                0.88341,                 0.6693,                 1.0292,                0.97508,                 1.3117,               0.006601,               0.006601,               0.006601
                    106,                 1.3762,                 1.0329,                 1.4818,                0.85404,                0.80594,                 0.8873,                0.67527,                  1.039,                0.94894,                 1.3217,               0.006568,               0.006568,               0.006568
                    107,                 1.3733,                 1.0589,                 1.4868,                0.83011,                0.79923,                0.87399,                0.66708,                  1.044,                0.97232,                 1.3194,               0.006535,               0.006535,               0.006535
                    108,                 1.3514,                 1.0444,                 1.4726,                0.82505,                0.83378,                0.88579,                0.67938,                 1.0299,                0.95793,                 1.3074,               0.006502,               0.006502,               0.006502
                    109,                 1.3469,                 1.0384,                 1.4762,                0.85929,                0.81288,                0.88758,                0.67589,                 1.0535,                0.97811,                 1.3272,               0.006469,               0.006469,               0.006469
                    110,                 1.3636,                 1.0286,                 1.4808,                0.80665,                 0.8333,                0.88222,                0.67152,                 1.0347,                0.96676,                 1.3117,               0.006436,               0.006436,               0.006436
                    111,                 1.3564,                 1.0516,                 1.4858,                 0.8554,                0.81277,                0.88361,                0.67553,                  1.044,                0.94457,                 1.3256,               0.006403,               0.006403,               0.006403
                    112,                 1.3506,                 1.0559,                 1.4933,                0.84118,                0.83518,                0.89196,                0.68109,                 1.0426,                0.94171,                 1.3222,                0.00637,                0.00637,                0.00637
                    113,                 1.3657,                 1.0496,                 1.4838,                0.85715,                0.82223,                0.89077,                0.68143,                  1.031,                0.93531,                 1.3105,               0.006337,               0.006337,               0.006337
                    114,                 1.3686,                 1.0542,                 1.4885,                0.83405,                0.83721,                0.89555,                 0.6837,                 1.0342,                0.92715,                 1.3155,               0.006304,               0.006304,               0.006304
                    115,                 1.3341,                 1.0018,                 1.4573,                0.84218,                0.82566,                0.89056,                0.68368,                 1.0243,                0.92988,                 1.3072,               0.006271,               0.006271,               0.006271
                    116,                 1.3374,                 1.0162,                 1.4639,                0.84314,                0.82575,                0.88522,                0.67812,                 1.0337,                0.96373,                 1.3154,               0.006238,               0.006238,               0.006238
                    117,                 1.3641,                  1.033,                 1.4822,                0.82906,                0.82406,                0.87996,                0.67228,                 1.0356,                0.96879,                 1.3156,               0.006205,               0.006205,               0.006205
                    118,                 1.3465,                  1.016,                 1.4735,                0.83881,                0.82048,                0.88255,                0.66846,                 1.0348,                0.95851,                 1.3172,               0.006172,               0.006172,               0.006172
                    119,                 1.3622,                 1.0315,                 1.4851,                0.84328,                0.82037,                0.88167,                0.67303,                 1.0276,                0.95367,                 1.3093,               0.006139,               0.006139,               0.006139
                    120,                 1.3425,                  1.014,                 1.4681,                0.85982,                0.83007,                0.89313,                0.68431,                 1.0269,                0.93416,                 1.3076,               0.006106,               0.006106,               0.006106
                    121,                 1.3549,                 1.0206,                 1.4766,                0.86067,                0.82586,                0.87943,                0.67591,                 1.0542,                0.94853,                 1.3269,               0.006073,               0.006073,               0.006073
                    122,                 1.3447,                 1.0153,                 1.4728,                0.85615,                0.83733,                0.89157,                0.68625,                 1.0214,                0.92271,                 1.3028,                0.00604,                0.00604,                0.00604
                    123,                 1.3369,                 1.0039,                 1.4666,                0.84852,                0.82644,                0.88865,                0.68117,                 1.0247,                0.92415,                 1.3054,               0.006007,               0.006007,               0.006007
                    124,                 1.3386,                 1.0163,                 1.4791,                0.87257,                0.82058,                0.89396,                0.68584,                 1.0268,                0.90601,                 1.3054,               0.005974,               0.005974,               0.005974
                    125,                 1.3443,                 1.0385,                 1.4778,                0.84922,                0.82768,                0.88942,                0.68374,                 1.0291,                0.92041,                 1.3075,               0.005941,               0.005941,               0.005941
                    126,                 1.3343,                 1.0005,                 1.4686,                0.84445,                0.81884,                0.89208,                0.68835,                 1.0368,                0.91808,                 1.3126,               0.005908,               0.005908,               0.005908
                    127,                 1.3294,                 0.9855,                 1.4515,                0.84941,                0.82688,                0.89249,                0.68693,                 1.0181,                0.91905,                 1.3046,               0.005875,               0.005875,               0.005875
                    128,                 1.3366,                0.99999,                 1.4554,                0.85143,                0.84012,                0.89761,                 0.6926,                 1.0193,                0.89808,                 1.2983,               0.005842,               0.005842,               0.005842
